first_name,last_name,dob,company_name,last_active,score,member_since,state,source
Amy,Fuller,1966/06/16,Keller Group,2018/04/16,87,1982,LA,Softball
Manuel,Wood,1959/04/05,"Mullen, Huffman and Vasquez",2018/02/09,89,2015,MA,Softball
Tyrone,Harrison,1993/11/25,,2018/11/29,41,2010,IL,Softball
William,Ross,1968/11/10,Bruce Inc,2018/02/15,89,2000,TX,Softball
Michael,Alexander,1979/02/21,Parker Group,2018/12/27,45,2002,CT,Softball
Michael,Martinez,1980/04/19,Taylor-Alvarez,2018/11/25,44,2004,DE,Softball
Brian,Rodgers,1969/02/06,"Hopkins, Barnes and Ward",2018/11/08,81,2016,MS,Softball
Kathryn,Wilson,1960/10/08,Keller Group,2018/04/23,38,1991,OK,Softball
Crystal,Morgan,1981/08/20,"Smith, Torres and Matthews",2018/03/23,99,1995,NC,Softball
Gary,Rush,1962/08/14,Rivera-Morrow,2018/06/07,93,1993,RI,Softball
Jean,Orr,1960/10/15,Rivera-Morrow,2018/07/07,36,1979,AL,Softball
Douglas,Black,1980/06/20,Rivera Ltd,2018/12/19,55,2002,WY,Softball
Whitney,Franklin,1971/09/01,Rivera Ltd,2018/10/17,80,2005,MN,Softball
Tiffany,Mitchell,1968/11/26,"Martin, Mcknight and Clark",2018/12/14,80,1986,MI,Softball
Danielle,Marks,1980/09/30,Peterson and Sons,2018/07/02,99,2002,VA,Softball
Chad,Williams,1982/08/16,Scott and Sons,2018/01/28,48,2005,MA,Softball
Audrey,David,1980/10/23,"Hopkins, Barnes and Ward",2018/08/24,40,1993,AZ,Softball
Darren,Green,1981/09/29,"Mullen, Huffman and Vasquez",2018/09/24,37,2005,SC,Softball
Hunter,Jacobs,1976/12/11,Bruce Inc,2018/05/02,58,2017,VT,Softball
Jennifer,Thomas,1972/06/19,"Jackson, Carlson and Contreras",2018/03/25,97,2013,RI,Softball
Donna,Wheeler,1987/04/10,Parker Group,2018/08/17,30,2005,ID,Softball
James,Spears,1963/03/06,Williams-Stephenson,2018/03/13,44,1987,VA,Softball
Jennifer,Nielsen,1985/11/18,Williams-Stephenson,2018/03/13,86,2016,OK,Softball
Jeffrey,Shields,1980/05/25,"Smith, Torres and Matthews",2018/11/10,83,1997,LA,Softball
Jaclyn,Pollard,1971/01/15,"Smith, Torres and Matthews",2018/10/23,36,2009,MI,Softball
George,Gonzalez,1978/01/26,Scott and Sons,2018/08/25,70,2004,MD,Softball
Alexis,Larson,1983/07/25,Scott and Sons,2018/05/24,31,2011,OK,Softball
Clayton,Hancock,1963/02/11,Mcdonald Inc,2018/08/18,47,1976,NH,Softball
Holly,Bautista,1974/12/28,Scott and Sons,2018/10/09,83,1989,PA,Softball
Rita,Lawrence,1970/04/11,Mcdonald Inc,2018/11/04,62,2014,ND,Softball
Abigail,Russell,1964/02/10,"Brown, Vasquez and Sanchez",2018/12/24,66,1977,OR,Softball
Mrs.,Anna Wright,1983/01/08,Scott and Sons,2018/03/23,33,1996,PA,Softball
Thomas,Neal,1959/01/20,"Brown, Vasquez and Sanchez",2018/09/22,81,2009,FL,Softball
Carmen,Miller,1966/08/16,"Brown, Vasquez and Sanchez",2018/01/26,91,1983,HI,Softball
Jennifer,Flores,1963/03/13,Pearson Group,2018/11/02,46,1984,RI,Softball
Kristin,Adams,1971/12/02,"Smith, Torres and Matthews",2018/08/22,85,2013,MT,Softball
Derek,Hamilton,1973/10/01,Williams-Stephenson,2018/05/26,59,2016,RI,Softball
Kurt,Mendez,1978/01/08,Mcdonald Inc,2018/07/11,59,1990,UT,Softball
Alicia,Russo,1968/05/02,Scott and Sons,2018/01/14,70,1986,GA,Softball
Bryan,Gardner,1965/06/21,Mcdonald Inc,2018/01/26,87,1991,SC,Softball
Andrew,Perez,1992/12/20,Rivera-Morrow,2018/05/16,91,2018,WI,Softball
Anna,Crawford,1980/01/18,Parker Group,2018/11/22,39,2007,CA,Softball
Willie,Myers,1964/09/28,Mcdonald Inc,2018/10/31,40,1988,TX,Softball
James,Hudson,1980/01/03,"Martin, Mcknight and Clark",2018/07/25,32,2015,WY,Softball
Dana,Stevens,1970/09/01,"Hopkins, Barnes and Ward",2018/08/17,37,1988,IN,Softball
Paul,Flowers,1962/04/26,"Alvarez, Schaefer and Robertson",2018/11/07,97,1993,NJ,Softball
Tina,Powers,1969/11/13,Keller Group,2018/09/29,49,2003,ND,Softball
Mrs.,Jennifer Thomas,1984/05/12,Keller Group,2018/10/02,49,2015,WA,Softball
Christopher,Cooke,1960/05/10,"Smith, Torres and Matthews",2018/08/11,94,1987,CA,Softball
Cassandra,Escobar,1994/01/04,"Martin, Mcknight and Clark",2018/05/16,66,2006,DE,Softball
Brian,Jones,1965/06/01,"Smith, Torres and Matthews",2018/09/25,81,1979,NE,Softball
Nicole,Gray,1990/01/31,"Smith, Torres and Matthews",2018/03/23,42,2005,FL,Softball
Kyle,Hood,1978/12/10,Parker Group,2018/10/28,59,2009,WY,Softball
Jessica,Booth,1970/04/28,"Kelley, Gilbert and Jackson",2018/10/05,42,2012,MI,Softball
Joseph,Morris,1988/11/21,"Hopkins, Barnes and Ward",2018/02/23,36,2006,SC,Softball
Vanessa,Williams,1962/03/24,Pearson Group,2018/12/31,98,2000,CT,Softball
Michael,Conrad,1974/02/12,"Kelley, Gilbert and Jackson",2018/04/07,77,2001,OK,Softball
Kayla,Saunders,1960/02/02,"Alvarez, Schaefer and Robertson",2018/06/21,85,1999,IL,Softball
Marilyn,Todd,1970/03/03,"Smith, Torres and Matthews",2018/02/23,90,1982,NJ,Softball
Jonathon,Moyer,1986/01/18,"Jackson, Carlson and Contreras",2018/08/09,39,2003,MS,Softball
Brian,Lewis,1966/04/08,"Martin, Mcknight and Clark",2018/02/04,71,2004,ID,Softball
Elizabeth,Cox,1990/03/05,Peterson and Sons,2018/08/16,84,2006,IA,Softball
Ryan,Harper,1980/01/21,,2018/02/02,96,2012,AL,Softball
Diamond,Chaney,1962/01/29,Peterson and Sons,2018/05/22,60,2018,LA,Softball
Kimberly,Miller,1962/10/22,Williams-Stephenson,2018/06/21,74,1998,HI,Softball
Isabel,Morrison,1982/07/08,Parker Group,2018/02/07,55,1998,IL,Softball
Ricardo,Davis,1965/06/21,"Smith, Torres and Matthews",2018/08/01,34,1991,CA,Softball
Darryl,Guerra,1961/05/12,"Mullen, Huffman and Vasquez",2018/08/04,90,2004,SD,Softball
Annette,Padilla,1966/10/22,"Smith, Torres and Matthews",2018/01/19,79,1987,OH,Softball
Catherine,Gonzalez,1960/08/22,Mcdonald Inc,2018/04/08,63,1999,AZ,Softball
Sharon,Perez,1967/04/10,Peterson and Sons,2018/01/23,70,1999,UT,Softball
Karen,Reynolds DDS,1963/09/30,"Jackson, Carlson and Contreras",2018/02/28,52,1979,AZ,Softball
James,Gonzalez,1970/12/22,Mcdonald Inc,2018/12/22,96,1998,TX,Softball
Robert,Owens,1972/04/13,"Mullen, Huffman and Vasquez",2018/03/27,76,2005,AR,Softball
Ryan,Hill,1986/09/08,Rivera-Morrow,2018/07/15,30,2003,KY,Softball
Eric,Edwards,1969/10/30,"Alvarez, Schaefer and Robertson",2018/12/04,75,2007,KY,Softball
Jay,Turner,1965/03/25,Taylor-Alvarez,2018/05/30,62,1977,IA,Softball
Jeffrey,Ramos,1996/02/05,Mcdonald Inc,2018/07/23,75,2008,UT,Softball
Victoria,Jackson,1982/04/28,Parker Group,2018/01/10,89,1999,NC,Softball
Mary,Wiggins,1959/03/15,Keller Group,2018/09/19,52,1994,ND,Softball
Jennifer,Gilmore,1965/05/26,Rivera Ltd,2018/05/07,98,1998,MT,Softball
Marissa,Jacobs,1966/09/21,"Jackson, Carlson and Contreras",2018/01/09,78,1998,OH,Softball
Edward,Greene,1998/12/09,"Kelley, Gilbert and Jackson",2018/09/24,43,2016,WA,Softball
Marie,Garcia,1984/06/20,Parker Group,2018/08/15,56,2001,OH,Softball
Heather,Schaefer,1968/06/22,"Alvarez, Schaefer and Robertson",2018/05/03,61,1991,TN,Softball
Desiree,Costa,1969/07/26,Rivera Ltd,2018/07/26,52,2001,NC,Softball
Amanda,Terry,1991/04/01,"Martin, Mcknight and Clark",2018/10/28,42,2015,MO,Softball
Ronald,Oneal,1965/12/14,Scott and Sons,2019/01/01,54,1991,TX,Softball
Derrick,Hicks,1966/06/01,"Jackson, Carlson and Contreras",2018/10/24,90,2015,VA,Softball
Juan,Carter,1967/12/11,Rivera-Morrow,2018/09/21,34,2003,HI,Softball
Scott,Nicholson,1961/10/12,Rivera-Morrow,2018/10/10,60,2005,CA,Softball
Austin,Williams,1987/06/24,Keller Group,2018/04/26,51,2009,HI,Softball
Kimberly,Hanson,1993/04/05,Rivera-Morrow,2018/09/28,98,2007,ND,Softball
Hunter,Smith,1998/05/30,,2018/02/15,68,2013,AZ,Softball
Scott,Cameron,1979/12/07,Peterson and Sons,2018/11/16,84,1998,RI,Softball
Victoria,Silva,1992/04/19,Taylor-Alvarez,2018/04/29,83,2009,MI,Softball
Bradley,Lowe,1996/04/11,"Martin, Mcknight and Clark",2018/09/16,79,2008,RI,Softball
Melody,Hart,1991/07/27,Hunter Ltd,2018/10/14,72,2011,MS,Softball
Rachel,Lin,1959/08/17,"Brown, Vasquez and Sanchez",2018/06/03,44,1973,IL,Softball
Brittany,Dunn,1971/07/29,"Hopkins, Barnes and Ward",2018/06/11,99,1995,WY,Softball
Paula,Bass,1977/06/20,"Brown, Vasquez and Sanchez",2018/12/06,47,2014,FL,Softball
Jeffrey,Johnson,1995/05/15,Williams-Stephenson,2018/10/03,87,2011,NH,Softball
James,Lawrence,1980/03/29,"Hopkins, Barnes and Ward",2019/01/04,64,2013,NM,Softball
Robert,Long,1994/09/27,Parker Group,2018/07/26,59,2016,MS,Softball
Mitchell,Simmons,1962/09/13,Parker Group,2018/03/17,90,1999,DE,Softball
Jenny,Bell,1977/11/11,"Mullen, Huffman and Vasquez",2018/10/18,35,2018,NY,Softball
Cynthia,Gonzalez,1960/08/05,"Kelley, Gilbert and Jackson",2018/11/10,87,2017,WI,Softball
Taylor,Miller,1968/12/04,Hunter Ltd,2018/08/31,91,2008,WY,Softball
Maria,Strickland,1970/11/30,"Kelley, Gilbert and Jackson",2018/07/28,61,2004,SC,Softball
Lisa,Smith,1965/04/08,Rivera-Morrow,2018/11/08,53,2004,NM,Softball
Heather,Burns,1968/01/23,"Kelley, Gilbert and Jackson",2018/03/07,45,2007,WV,Softball
Garrett,Delgado,1972/07/08,Rivera-Morrow,2018/06/15,32,1984,ID,Softball
Scott,Moss,1994/11/19,,2018/08/28,89,2007,TN,Softball
Terry,Thomas,1961/12/26,"Martin, Mcknight and Clark",2018/01/09,78,2018,TN,Softball
Jenny,Martinez,1975/10/11,"Hopkins, Barnes and Ward",2018/05/14,32,1991,KY,Softball
Emily,Garcia,1964/02/22,Keller Group,2018/05/19,43,1993,TX,Softball
Robert,Mccann,1992/08/18,Scott and Sons,2018/11/16,40,2009,MO,Softball
Nicole,Murray,1963/03/24,"Alvarez, Schaefer and Robertson",2018/05/14,50,1995,MS,Softball
Justin,Wong,1993/11/12,"Kelley, Gilbert and Jackson",2018/05/04,42,2010,MD,Softball
Megan,Pugh,1968/09/29,Bruce Inc,2018/04/11,76,2006,KS,Softball
Caitlin,Maynard,1971/04/21,Rivera-Morrow,2018/08/31,52,1995,AR,Softball
Julie,Hanson,1974/10/20,"Kelley, Gilbert and Jackson",2018/04/12,62,1987,MA,Softball
Jennifer,Cobb,1969/07/24,,2018/07/26,32,2018,NH,Softball
Jonathan,Smith,1968/05/08,Keller Group,2018/07/20,94,1998,AZ,Softball
Kayla,Taylor,1984/05/01,Peterson and Sons,2018/04/30,70,2016,NY,Softball
Joseph,Brown,1991/07/10,Rivera Ltd,2018/12/05,64,2011,CA,Softball
Richard,Roberts,1985/02/21,,2019/01/05,88,1999,LA,Softball
Danielle,Morrison,1967/03/17,Keller Group,2018/05/17,55,1992,NY,Softball
Bonnie,Garcia,1963/10/22,Keller Group,2018/12/25,93,1978,ID,Softball
Andrew,Esparza,1993/04/13,"Jackson, Carlson and Contreras",2018/02/03,42,2018,WA,Softball
Christopher,Shepard,1967/04/23,"Jackson, Carlson and Contreras",2018/06/15,42,2002,OK,Softball
Kathy,Bell,1974/03/24,"Mullen, Huffman and Vasquez",2018/04/07,85,2017,AZ,Softball
Kayla,Young,1967/07/18,"Martin, Mcknight and Clark",2018/03/28,36,2016,NC,Softball
Jimmy,Collins,1964/11/02,"Hopkins, Barnes and Ward",2018/08/08,46,1993,SD,Softball
Melinda,Hicks,1961/03/17,Mcdonald Inc,2018/08/19,95,1973,CO,Softball
Hannah,Reed,1998/04/05,Pearson Group,2018/05/15,93,2018,CO,Softball
Evan,Parsons,1974/11/02,Hunter Ltd,2018/10/17,63,1997,DE,Softball
Kim,Paul,1974/02/03,Williams-Stephenson,2018/09/23,68,1987,AK,Softball
Justin,Lopez,1970/04/09,"Alvarez, Schaefer and Robertson",2018/08/19,60,2001,ME,Softball
Denise,Perez,1973/08/31,Hunter Ltd,2018/11/21,82,1992,NV,Softball
Jeffrey,Andrews,1968/08/25,Keller Group,2018/03/02,96,2009,UT,Softball
David,Snyder,1981/01/26,"Hopkins, Barnes and Ward",2018/02/16,85,2002,IA,Softball
Felicia,Calderon,1980/10/31,Parker Group,2018/04/13,84,2015,OH,Softball
Charles,Carrillo,1972/06/22,"Mullen, Huffman and Vasquez",2018/11/09,35,1995,IL,Softball
Mrs.,Amy Glenn,1983/11/29,Taylor-Alvarez,2018/04/24,44,2006,MI,Softball
Patricia,Garrison,1962/02/16,Scott and Sons,2018/10/29,35,2004,RI,Softball
Margaret,Murphy,1968/08/15,Mcdonald Inc,2018/06/24,68,2003,KY,Softball
Dr.,Susan Ryan PhD,1987/12/05,Williams-Stephenson,2018/01/17,57,2018,CT,Softball
Christopher,Waters,1968/10/07,"Brown, Vasquez and Sanchez",2018/02/08,61,2015,KS,Softball
Steven,Huerta,1981/06/15,Williams-Stephenson,2018/02/04,77,2013,WI,Softball
Mathew,Butler,1976/07/31,Bruce Inc,2018/08/12,48,1989,MS,Softball
Michael,Herring,1972/05/31,"Jackson, Carlson and Contreras",2018/10/26,59,2011,MN,Softball
Debra,Cruz,1994/04/08,"Hopkins, Barnes and Ward",2019/01/03,58,2012,CT,Softball
Darrell,Baker,1960/06/21,Keller Group,2018/07/17,41,1986,SC,Softball
David,Kaufman,1968/10/12,Scott and Sons,2018/04/28,49,2002,IL,Softball
Bobby,Ballard,1979/07/30,Williams-Stephenson,2018/10/21,44,2006,VT,Softball
Mary,Smith,1974/05/02,"Alvarez, Schaefer and Robertson",2018/04/04,52,2005,CT,Softball
Eric,Warren,1969/06/30,Peterson and Sons,2018/08/18,48,2004,MD,Softball
Joshua,Day,1988/03/09,Bruce Inc,2018/05/11,78,2001,NC,Softball
Elizabeth,Douglas,1985/02/08,Bruce Inc,2018/07/10,73,2002,OH,Softball
Catherine,Adams,1975/02/27,Keller Group,2018/01/12,96,2018,NY,Softball
Andrea,Hernandez,1985/08/25,Hunter Ltd,2018/03/14,49,2005,MD,Softball
Beth,Aguilar,1981/12/08,"Brown, Vasquez and Sanchez",2018/09/12,38,2004,NJ,Softball
Paul,Frey,1961/03/13,,2018/05/22,32,1975,CT,Softball
Morgan,Aguirre,1974/09/27,"Martin, Mcknight and Clark",2018/09/20,34,2017,SC,Softball
Karen,Mcneil,1970/12/12,"Hopkins, Barnes and Ward",2018/09/17,58,1991,MD,Softball
William,Morgan,1962/10/14,Hunter Ltd,2018/09/17,86,2010,TX,Softball
Carlos,Gonzalez,1971/05/13,"Jackson, Carlson and Contreras",2018/06/11,94,2016,IN,Softball
Thomas,Walker,1981/05/26,"Mullen, Huffman and Vasquez",2018/12/21,41,2000,IA,Softball
Emily,Brown,1982/01/23,Keller Group,2018/08/01,91,2012,MI,Softball
Eric,Patel,1982/03/23,Rivera Ltd,2018/12/07,46,2004,MT,Softball
Kendra,Watson,1970/08/29,Rivera-Morrow,2018/08/05,54,2001,ME,Softball
Dominic,Hanna,1964/11/19,"Kelley, Gilbert and Jackson",2018/07/05,76,1998,LA,Softball
Victoria,Davis,1970/11/02,Mcdonald Inc,2018/08/16,94,1984,ND,Softball
Michael,Stevens,1974/11/25,Rivera-Morrow,2018/05/27,97,2018,CT,Softball
Terri,Warren,1989/06/24,Rivera Ltd,2018/04/20,33,2008,ND,Softball
Daniel,Jordan,1968/07/02,,2018/07/07,89,2007,ME,Softball
Barbara,Ewing,1992/07/26,Keller Group,2018/10/15,44,2009,NH,Softball
Wendy,Monroe,1980/03/06,Scott and Sons,2018/01/31,39,2001,AL,Softball
Patricia,Garcia,1974/04/30,Bruce Inc,2018/07/18,82,2013,NM,Softball
Robert,Haney,1966/01/28,Bruce Inc,2018/07/13,72,1983,SC,Softball
James,Davis,1968/04/04,Taylor-Alvarez,2018/08/18,85,2016,WA,Softball
Keith,Thornton,1984/07/03,Mcdonald Inc,2018/12/17,74,2006,MA,Softball
John,Ellis,1964/11/06,Rivera Ltd,2018/04/29,93,1997,VT,Softball
Andre,Garcia,1965/06/23,"Smith, Torres and Matthews",2018/09/19,54,2006,OR,Softball
Dwayne,Burgess,1986/07/09,"Smith, Torres and Matthews",2018/10/09,49,2006,AL,Softball
Margaret,Santiago,1977/11/08,Rivera-Morrow,2018/09/27,93,1992,KS,Softball
Tony,Miller,1965/11/17,"Brown, Vasquez and Sanchez",2018/11/08,75,1995,WY,Softball
Danielle,Lutz,1988/02/28,"Brown, Vasquez and Sanchez",2018/05/24,64,2012,AL,Softball
Leslie,Hobbs,1976/08/13,Scott and Sons,2018/10/09,46,2001,VA,Softball
Jessica,Hinton,1969/11/21,Parker Group,2018/01/31,68,1996,UT,Softball
Jacob,Jordan,1985/04/30,"Mullen, Huffman and Vasquez",2018/02/22,38,2016,VA,Softball
Melanie,Caldwell,1963/12/25,Williams-Stephenson,2018/08/29,34,2005,CT,Softball
Angela,Hughes,1970/08/05,"Mullen, Huffman and Vasquez",2019/01/05,53,2005,ME,Softball
Nicole,Gonzalez,1971/08/07,Williams-Stephenson,2018/03/05,77,1996,PA,Softball
Robert,Fowler,1963/10/04,"Jackson, Carlson and Contreras",2018/07/08,34,2012,AR,Softball
Shannon,Ortega,1960/12/29,Hunter Ltd,2018/01/09,67,1979,MA,Softball
Hayley,Porter,1987/12/07,"Kelley, Gilbert and Jackson",2018/02/21,59,2018,SC,Softball
Danny,Washington,1984/11/01,Rivera Ltd,2018/11/30,52,2014,NH,Softball
Gloria,Hoffman,1967/07/27,Mcdonald Inc,2018/02/25,77,2002,ND,Softball
Joseph,Thompson,1994/06/23,,2018/05/18,79,2009,WI,Softball
Katherine,Mason,1979/11/07,"Alvarez, Schaefer and Robertson",2018/02/28,46,2015,AZ,Softball
Amber,Lindsey MD,1991/11/13,"Martin, Mcknight and Clark",2018/09/28,94,2005,CT,Softball
Amy,Parker PhD,1990/10/22,"Hopkins, Barnes and Ward",2018/08/09,32,2002,MI,Softball
Joseph,Caldwell,1998/01/21,Rivera Ltd,2019/01/05,42,2012,NC,Softball
Timothy,Williams,1962/02/13,"Mullen, Huffman and Vasquez",2018/03/30,43,1988,OH,Softball
Kenneth,Wilkinson,1982/02/13,Mcdonald Inc,2018/08/01,37,2001,GA,Softball
Jeffrey,Guzman,1961/04/07,Parker Group,2018/02/18,68,1993,IA,Softball
Henry,Durham,1976/10/31,"Smith, Torres and Matthews",2018/07/30,94,2013,KY,Softball
Robert,Jordan,1968/12/26,Scott and Sons,2018/11/12,73,1983,NE,Softball
Mrs.,Elizabeth Parks,1970/08/19,Bruce Inc,2018/08/29,46,2016,IN,Softball
Marcus,Jones,1973/12/09,Pearson Group,2018/04/22,75,1992,PA,Softball
Destiny,Clarke,1976/08/29,"Smith, Torres and Matthews",2018/04/27,92,1991,RI,Softball
Alan,Brown,1975/02/28,Peterson and Sons,2018/02/25,69,2016,ND,Softball
Richard,Park,1969/03/23,Bruce Inc,2018/02/06,89,2016,UT,Softball
Sara,Watts,1994/02/24,Rivera Ltd,2018/06/07,75,2017,NM,Softball
Mr.,Cameron Faulkner,1972/07/12,Parker Group,2018/12/24,64,2006,WI,Softball
Patricia,Reynolds,1973/06/04,Keller Group,2018/03/10,54,1988,AL,Softball
Jonathan,Young,1978/12/27,"Hopkins, Barnes and Ward",2018/12/14,86,1993,LA,Softball
Christopher,Howard,1973/02/11,Rivera-Morrow,2018/10/09,58,1993,AK,Softball
Chelsea,Kelly,1971/12/17,Hunter Ltd,2018/10/26,57,2017,OH,Softball
Timothy,Johnston,1961/07/02,Mcdonald Inc,2018/04/13,69,2009,DE,Softball
Garrett,Gomez,1974/06/14,Scott and Sons,2018/05/16,83,1999,RI,Softball
Jose,Williams,1976/02/15,Rivera Ltd,2018/12/01,56,1990,NV,Softball
Mark,Perry,1962/03/24,Keller Group,2018/03/26,63,2003,WV,Softball
Michael,Wilson,1968/10/28,Bruce Inc,2018/05/23,37,1982,WA,Softball
Cody,Anderson,1961/02/16,Keller Group,2018/09/22,75,2013,NM,Softball
Jessica,Hernandez,1980/05/29,Pearson Group,2018/10/01,49,2010,NE,Softball
Dylan,Moody,1977/01/03,"Brown, Vasquez and Sanchez",2018/07/19,99,1993,WY,Softball
Kimberly,Green,1976/06/04,Peterson and Sons,2018/10/02,98,2017,MA,Softball
Michael,Wright,1978/05/31,Mcdonald Inc,2018/11/24,72,2011,WY,Softball
Michelle,Baird,1990/07/10,"Martin, Mcknight and Clark",2018/06/23,35,2014,MA,Softball
Katherine,Rivera,1983/12/13,"Smith, Torres and Matthews",2018/11/16,44,2010,SC,Softball
Thomas,Kelley,1982/04/23,Taylor-Alvarez,2018/03/14,84,2013,TX,Softball
Justin,Stuart,1975/06/17,Pearson Group,2018/01/23,83,1989,LA,Softball
Katie,Bautista DDS,1972/12/09,Scott and Sons,2018/06/27,98,2004,MI,Softball
Jeremy,Stewart,1978/10/10,"Brown, Vasquez and Sanchez",2018/02/13,68,2010,TN,Softball
Darren,Meyer,1977/12/14,"Mullen, Huffman and Vasquez",2018/01/09,88,1990,MD,Softball
Emily,Adams,1978/06/28,Keller Group,2018/04/11,97,1990,NY,Softball
Candace,Richardson,1959/11/21,Parker Group,2018/11/07,71,2000,MO,Softball
Susan,Johnson,1997/09/28,"Mullen, Huffman and Vasquez",2018/11/29,58,2017,CT,Softball
Michael,Donovan,1970/03/08,Parker Group,2019/01/05,43,2015,MO,Softball
Janice,Smith,1971/11/24,"Smith, Torres and Matthews",2019/01/05,96,1993,LA,Softball
Gregory,Smith,1983/10/12,"Smith, Torres and Matthews",2018/04/29,94,2006,FL,Softball
Rachel,Brown,1959/04/17,Rivera-Morrow,2018/01/25,96,1993,MN,Softball
Amber,Smith,1995/08/26,Keller Group,2018/05/14,44,2010,TN,Softball
Aaron,Turner,1969/11/10,"Mullen, Huffman and Vasquez",2018/01/28,97,2017,OR,Softball
Frank,Chang,1971/07/15,"Smith, Torres and Matthews",2018/02/05,89,1994,NC,Softball
Jeremy,Maldonado,1981/08/28,"Hopkins, Barnes and Ward",2018/01/27,53,1999,VT,Softball
Mary,Galvan,1982/09/06,"Jackson, Carlson and Contreras",2018/03/15,95,1996,MA,Softball
Brian,Estrada,1965/03/03,Williams-Stephenson,2018/11/25,43,2003,AL,Softball
Dr.,Heidi Smith,1973/01/20,Scott and Sons,2018/05/01,88,2012,MD,Softball
Jenny,Wood,1963/05/08,Parker Group,2018/06/04,66,1998,KY,Softball
Adam,Fleming,1977/03/13,"Kelley, Gilbert and Jackson",2018/03/23,74,1993,VA,Softball
Nicole,Lee,1977/04/20,Rivera Ltd,2018/01/16,37,2010,AR,Softball
Benjamin,Rich,1980/10/07,"Hopkins, Barnes and Ward",2018/06/18,88,2004,CO,Softball
Sabrina,Cooper,1987/06/03,"Hopkins, Barnes and Ward",2018/06/23,57,2000,NY,Softball
Anthony,Brown,1974/09/15,Bruce Inc,2018/06/17,51,1995,MT,Softball
Karen,Smith,1959/05/18,Mcdonald Inc,2018/08/03,51,1997,UT,Softball
Jacqueline,Andersen,1966/03/21,,2018/09/11,38,2010,NJ,Softball
Randy,Keith,1969/12/02,"Kelley, Gilbert and Jackson",2019/01/08,64,2003,NV,Softball
Kimberly,Jacobs,1974/07/01,Peterson and Sons,2018/08/29,54,2000,OR,Softball
Walter,Robinson,1965/04/02,"Kelley, Gilbert and Jackson",2018/12/31,63,1980,IA,Softball
James,Green,1978/10/15,"Mullen, Huffman and Vasquez",2018/06/28,54,1997,ME,Softball
Kenneth,Bentley,1989/03/15,Parker Group,2018/07/29,65,2002,HI,Softball
Elizabeth,Perez,1964/02/23,Rivera-Morrow,2018/12/03,88,1995,IL,Softball
Jeffrey,Armstrong,1993/11/10,"Hopkins, Barnes and Ward",2018/02/25,61,2014,CA,Softball
Richard,Miller,1980/04/18,Bruce Inc,2019/01/05,95,2009,AR,Softball
Scott,Thornton,1987/03/27,Mcdonald Inc,2018/08/13,97,2018,ID,Softball
Beth,Bowers,1970/05/14,,2018/04/07,75,2002,ME,Softball
Crystal,Dennis,1964/01/12,"Hopkins, Barnes and Ward",2018/09/03,35,1991,IA,Softball
Kristi,Brown,1970/08/17,Hunter Ltd,2018/04/26,55,2010,ND,Softball
Theresa,Campbell,1977/10/06,Peterson and Sons,2018/02/19,85,2003,WI,Softball
Donald,Dickerson,1980/06/17,Pearson Group,2018/07/31,93,1999,NV,Softball
Jon,Allison,1971/08/23,"Jackson, Carlson and Contreras",2018/03/03,91,1993,CO,Softball
Clinton,White,1991/02/04,,2018/08/29,89,2011,CO,Softball
Nicole,Bishop,1993/10/19,Scott and Sons,2018/04/21,43,2011,NC,Softball
Mark,Barrera,1966/11/21,Mcdonald Inc,2018/05/08,78,2009,WV,Softball
Christopher,Young,1960/09/16,"Hopkins, Barnes and Ward",2018/06/03,74,2002,AR,Softball
Connie,Scott,1973/05/12,Keller Group,2018/11/09,87,1993,AL,Softball
Joseph,Ruiz,1985/10/30,"Brown, Vasquez and Sanchez",2018/08/27,36,2017,DE,Softball
Angela,Barr,1963/01/20,"Alvarez, Schaefer and Robertson",2018/06/01,65,1997,IN,Softball
Kristopher,Gomez,1966/03/10,"Martin, Mcknight and Clark",2018/01/21,94,2003,NC,Softball
Emily,Baxter,1965/08/08,"Hopkins, Barnes and Ward",2018/06/12,42,2013,TN,Softball
Brittney,Bauer,1985/01/04,"Mullen, Huffman and Vasquez",2018/09/12,75,2005,WI,Softball
Emily,Martin,1973/11/23,Pearson Group,2018/09/24,32,2001,IA,Softball
Jamie,Wagner,1976/08/04,,2018/06/07,98,2014,NY,Softball
Peggy,Walker,1973/10/21,Parker Group,2018/05/17,80,2000,TN,Softball
Jennifer,Peterson,1967/05/22,Rivera Ltd,2018/05/21,50,1997,IN,Softball
Ann,Sloan,1968/12/23,,2018/11/22,71,1990,MS,Softball
Lisa,Hill,1971/08/12,"Kelley, Gilbert and Jackson",2018/01/26,69,2015,MT,Softball
Laura,Thompson,1959/08/30,Hunter Ltd,2018/05/05,70,2014,UT,Softball
Kristi,Lane,1988/01/25,"Jackson, Carlson and Contreras",2018/01/26,45,2006,CA,Softball
Nancy,Golden,1969/08/31,"Brown, Vasquez and Sanchez",2018/08/29,39,1993,NV,Softball
Olivia,Miranda,1978/05/22,Pearson Group,2018/01/28,99,1991,SC,Softball
Melissa,Juarez,1971/09/30,Rivera-Morrow,2018/02/23,57,2012,AZ,Softball
Richard,Walsh,1978/06/21,"Martin, Mcknight and Clark",2018/05/01,86,2011,UT,Softball
Heather,Taylor,1987/01/11,"Martin, Mcknight and Clark",2018/05/24,65,2002,IN,Softball
Misty,Pope,1969/04/15,Hunter Ltd,2018/03/28,84,1998,IA,Softball
