first_name,last_name,dob,company_name,last_active,score,member_since,state,source,errors
Mary,Schaefer,1992/06/16,"Smith, Torres and Matthews",2018/04/26,50,1998,TX,Softball,Suspicious Join Age
Vanessa,Lee,1987/12/03,"Alvarez, Schaefer and Robertson",2018/09/28,55,1988,KS,Softball,Suspicious Join Age
Joy,Sanchez,1987/09/24,Williams-Stephenson,2018/01/22,75,1992,OK,Softball,Suspicious Join Age
Eric,Perry,1998/05/16,"Kelley, Gilbert and Jackson",2018/09/23,46,1984,NC,Softball,"Member Since Before DOB,Suspicious Join Age"
Patricia,Walters,1985/11/20,Rivera Ltd,2018/02/14,85,1980,MO,Softball,"Member Since Before DOB,Suspicious Join Age"
Anthony,Dean,1994/12/04,Parker Group,2018/03/29,35,1976,AK,Softball,"Member Since Before DOB,Suspicious Join Age"
James,Jones,1981/02/06,Williams-Stephenson,2018/11/16,68,1984,MA,Softball,Suspicious Join Age
Michael,Glass,1963/05/14,Hunter Ltd,2018/07/18,77,1971,ND,Softball,Suspicious Join Age
Trevor,Dean,1989/01/12,Mcdonald Inc,2019/01/05,35,1994,NM,Softball,Suspicious Join Age
Craig,Bell,1973/08/09,"Smith, Torres and Matthews",2018/10/24,62,1984,NV,Softball,Suspicious Join Age
Mark,Lindsey,1988/07/04,Mcdonald Inc,2018/02/10,78,1986,OH,Softball,"Member Since Before DOB,Suspicious Join Age"
Daniel,Collins,1985/08/04,Peterson and Sons,2018/04/09,89,1978,AZ,Softball,"Member Since Before DOB,Suspicious Join Age"
Dr.,Michael Salazar,1997/06/26,Williams-Stephenson,2018/08/06,77,1976,SC,Softball,"Member Since Before DOB,Suspicious Join Age"
Sheryl,Lee,1968/08/24,Bruce Inc,2018/09/17,31,1970,NJ,Softball,Suspicious Join Age
William,Perez,1990/05/16,Bruce Inc,2018/12/24,89,1981,FL,Softball,"Member Since Before DOB,Suspicious Join Age"
Patrick,Newman,1985/01/11,Rivera Ltd,2018/03/09,52,1977,ND,Softball,"Member Since Before DOB,Suspicious Join Age"
Danielle,Harris,1973/05/16,"Smith, Torres and Matthews",2018/08/29,70,1981,MN,Softball,Suspicious Join Age
Shelby,Jones,1995/10/06,Bruce Inc,2018/05/26,59,1976,FL,Softball,"Member Since Before DOB,Suspicious Join Age"
Tracy,Smith,1986/05/08,"Jackson, Carlson and Contreras",2018/05/19,51,1990,LA,Softball,Suspicious Join Age
Tiffany,Fritz,1990/04/25,"Jackson, Carlson and Contreras",2018/07/30,85,1974,NY,Softball,"Member Since Before DOB,Suspicious Join Age"
Donna,Gill,1994/02/24,Rivera-Morrow,2018/09/17,61,1981,MN,Softball,"Member Since Before DOB,Suspicious Join Age"
Jamie,Cabrera,1998/05/10,"Hopkins, Barnes and Ward",2018/06/26,58,1975,OR,Softball,"Member Since Before DOB,Suspicious Join Age"
Nicholas,Adams,1982/12/15,"Kelley, Gilbert and Jackson",2019/01/01,52,1985,TN,Softball,Suspicious Join Age
Christopher,Franco,1976/12/22,Mcdonald Inc,2018/09/15,64,1983,HI,Softball,Suspicious Join Age
Charles,White,1990/02/17,"Martin, Mcknight and Clark",2018/08/08,85,1993,AK,Softball,Suspicious Join Age
Richard,Ramirez,1994/11/16,Rivera-Morrow,2019/01/03,44,2000,MO,Softball,Suspicious Join Age
Robert,Keller,1982/05/04,Bruce Inc,2018/02/22,96,1993,IN,Softball,Suspicious Join Age
Brandy,Simpson,1994/12/21,Peterson and Sons,2018/02/11,36,2003,NY,Softball,Suspicious Join Age
Denise,Atkinson,1990/06/24,"Alvarez, Schaefer and Robertson",2018/05/24,81,1982,CO,Softball,"Member Since Before DOB,Suspicious Join Age"
James,Terry,1970/07/03,Peterson and Sons,2018/10/02,41,1973,OH,Softball,Suspicious Join Age
Samantha,Clayton,1976/09/26,Hunter Ltd,2018/11/02,73,1973,VA,Softball,"Member Since Before DOB,Suspicious Join Age"
Ashley,George,1982/12/18,Hunter Ltd,2018/07/23,48,1986,MI,Softball,Suspicious Join Age
Melissa,Mitchell,1992/03/24,"Jackson, Carlson and Contreras",2018/10/11,36,2000,DE,Softball,Suspicious Join Age
Roberta,Russell,1991/12/14,Mcdonald Inc,2018/01/09,37,1971,HI,Softball,"Member Since Before DOB,Suspicious Join Age"
Jorge,Thomas,1983/10/30,Rivera Ltd,2018/08/04,44,1994,AZ,Softball,Suspicious Join Age
Don,Shaw,1990/11/01,Keller Group,2018/05/04,36,1975,NM,Softball,"Member Since Before DOB,Suspicious Join Age"
Michelle,Dean,1981/01/01,Peterson and Sons,2018/01/13,86,1977,IA,Softball,"Member Since Before DOB,Suspicious Join Age"
Linda,Blackwell,1982/08/30,Parker Group,2018/01/26,47,1991,IL,Softball,Suspicious Join Age
Johnathan,Clements,1981/01/05,Rivera Ltd,2018/09/30,59,1990,NH,Softball,Suspicious Join Age
Sarah,Morales,1994/06/19,Rivera-Morrow,2018/01/15,94,1991,MO,Softball,"Member Since Before DOB,Suspicious Join Age"
Kevin,Mckenzie,1994/04/09,Scott and Sons,2018/07/27,54,1993,MN,Softball,"Member Since Before DOB,Suspicious Join Age"
Rebecca,Liu,1977/12/06,"Martin, Mcknight and Clark",2018/10/26,96,1971,UT,Softball,"Member Since Before DOB,Suspicious Join Age"
Jacqueline,Smith,1988/07/16,"Smith, Torres and Matthews",2018/07/07,89,1988,SD,Softball,Suspicious Join Age
Sheila,Frye,1995/12/05,Bruce Inc,2019/01/02,89,1971,GA,Softball,"Member Since Before DOB,Suspicious Join Age"
Trevor,Heath,1997/01/17,Rivera Ltd,2018/04/21,99,1980,IA,Softball,"Member Since Before DOB,Suspicious Join Age"
Teresa,Carr,1979/02/13,Taylor-Alvarez,2018/02/08,80,1980,PA,Softball,Suspicious Join Age
Amanda,Barry,1994/06/07,Hunter Ltd,2018/09/03,70,1985,KY,Softball,"Member Since Before DOB,Suspicious Join Age"
Brian,James,1988/09/19,Williams-Stephenson,2018/02/21,71,1998,NJ,Softball,Suspicious Join Age
Laurie,Burgess,1986/02/06,,2018/11/25,59,1984,OK,Softball,"Member Since Before DOB,Suspicious Join Age"
Michael,Guzman,1975/05/08,"Alvarez, Schaefer and Robertson",2018/12/12,70,1971,MI,Softball,"Member Since Before DOB,Suspicious Join Age"
Michael,Owens,1998/07/03,Keller Group,2018/01/26,73,1999,OH,Softball,Suspicious Join Age
Anna,Cherry,1987/02/26,Parker Group,2018/08/02,46,1991,HI,Softball,Suspicious Join Age
Jose,Murphy,1992/10/01,Hunter Ltd,2018/10/27,44,1985,ME,Softball,"Member Since Before DOB,Suspicious Join Age"
Courtney,King,1975/10/24,"Kelley, Gilbert and Jackson",2018/04/13,41,1970,AZ,Softball,"Member Since Before DOB,Suspicious Join Age"
Rita,Guerrero,1976/08/25,Taylor-Alvarez,2018/12/07,47,1984,NE,Softball,Suspicious Join Age
Michelle,Webb,1993/08/16,Scott and Sons,2018/04/03,67,1998,WI,Softball,Suspicious Join Age
Brittany,Hess,1989/07/29,Hunter Ltd,2018/09/30,98,1977,OR,Softball,"Member Since Before DOB,Suspicious Join Age"
David,Shaw,1971/09/10,Mcdonald Inc,2018/01/22,59,1970,WA,Softball,"Member Since Before DOB,Suspicious Join Age"
Beth,Charles,1995/09/05,Williams-Stephenson,2018/10/28,48,1996,OK,Softball,Suspicious Join Age
Amy,Green,1966/05/15,Williams-Stephenson,2018/03/07,98,1970,NH,Softball,Suspicious Join Age
Candace,Barker,1995/11/03,"Jackson, Carlson and Contreras",2018/03/02,70,1997,OH,Softball,Suspicious Join Age
Jennifer,Owens,1995/04/19,Keller Group,2018/10/14,63,2001,VA,Softball,Suspicious Join Age
Jonathan,Walker,1974/02/14,"Mullen, Huffman and Vasquez",2018/06/30,86,1977,OK,Softball,Suspicious Join Age
Elizabeth,Mitchell,1968/01/24,Peterson and Sons,2018/01/11,91,1973,WI,Softball,Suspicious Join Age
Ashley,Marshall,1986/11/07,"Alvarez, Schaefer and Robertson",2018/03/31,36,1992,OK,Softball,Suspicious Join Age
Ryan,Jones,1975/10/05,"Mullen, Huffman and Vasquez",2018/02/07,63,1984,NY,Softball,Suspicious Join Age
Sharon,Velazquez,1991/02/12,"Mullen, Huffman and Vasquez",2018/08/29,95,1998,PA,Softball,Suspicious Join Age
Susan,Rojas,1990/01/13,"Alvarez, Schaefer and Robertson",2018/09/08,97,1972,MI,Softball,"Member Since Before DOB,Suspicious Join Age"
Donald,Christensen,1990/01/12,"Kelley, Gilbert and Jackson",2018/05/01,31,1972,ND,Softball,"Member Since Before DOB,Suspicious Join Age"
Stacey,Newton,1989/01/01,"Hopkins, Barnes and Ward",2018/06/21,46,1976,SC,Softball,"Member Since Before DOB,Suspicious Join Age"
Julie,Zamora,1994/03/25,"Brown, Vasquez and Sanchez",2018/03/04,53,1980,OK,Softball,"Member Since Before DOB,Suspicious Join Age"
David,Burns,1967/10/19,Keller Group,2018/09/16,85,1971,DE,Softball,Suspicious Join Age
Arthur,Wright,1997/09/01,Peterson and Sons,2018/04/03,50,1992,OH,Softball,"Member Since Before DOB,Suspicious Join Age"
Chelsea,Howard,1997/10/06,Pearson Group,2018/03/14,45,1976,NH,Softball,"Member Since Before DOB,Suspicious Join Age"
Robert,Taylor,1996/05/31,"Jackson, Carlson and Contreras",2018/10/03,34,1975,AK,Softball,"Member Since Before DOB,Suspicious Join Age"
Michael,Lane,1991/01/26,"Kelley, Gilbert and Jackson",2018/02/09,35,1998,ND,Softball,Suspicious Join Age
Jennifer,Stewart,1993/03/13,Rivera Ltd,2018/06/16,89,1971,LA,Softball,"Member Since Before DOB,Suspicious Join Age"
Chris,Harris,1975/07/17,Williams-Stephenson,2018/12/31,88,1975,IA,Softball,Suspicious Join Age
Thomas,Brown,1990/05/24,Mcdonald Inc,2018/04/12,42,1981,ME,Softball,"Member Since Before DOB,Suspicious Join Age"
John,Kelly,1972/12/05,Parker Group,2018/05/27,94,1971,PA,Softball,"Member Since Before DOB,Suspicious Join Age"
Brent,Hall,1988/05/28,Rivera Ltd,2018/02/07,77,1995,WI,Softball,Suspicious Join Age
Rodney,Wright,1981/11/26,Keller Group,2018/04/13,95,1981,VA,Softball,Suspicious Join Age
Mason,Summers,1997/09/15,"Mullen, Huffman and Vasquez",2018/02/06,83,1991,IA,Softball,"Member Since Before DOB,Suspicious Join Age"
James,Mcdonald,1997/12/04,Rivera Ltd,2018/09/02,76,2007,CA,Softball,Suspicious Join Age
Samantha,Anderson,1990/05/04,Rivera Ltd,2018/09/10,71,1970,MT,Softball,"Member Since Before DOB,Suspicious Join Age"
Christie,Brown,1989/06/12,Rivera Ltd,2018/04/16,41,1996,DE,Softball,Suspicious Join Age
Max,Black DDS,1983/10/26,Taylor-Alvarez,2018/11/28,41,1978,FL,Softball,"Member Since Before DOB,Suspicious Join Age"
Ian,Roberts,1997/08/05,Keller Group,2018/06/14,39,1982,MT,Softball,"Member Since Before DOB,Suspicious Join Age"
George,Hurley,1983/03/19,"Martin, Mcknight and Clark",2018/07/02,88,1973,MI,Softball,"Member Since Before DOB,Suspicious Join Age"
Marissa,Fritz,1997/03/18,,2018/02/24,55,1988,MS,Softball,"Member Since Before DOB,Suspicious Join Age"
Mary,Williams,1986/12/28,Taylor-Alvarez,2018/09/10,53,1970,CT,Softball,"Member Since Before DOB,Suspicious Join Age"
Christopher,Allen,1992/03/06,Scott and Sons,2018/12/01,91,1978,ID,Softball,"Member Since Before DOB,Suspicious Join Age"
Darryl,May,1971/02/11,"Hopkins, Barnes and Ward",2018/02/16,76,1978,NC,Softball,Suspicious Join Age
Michael,Stafford,1991/10/05,"Smith, Torres and Matthews",2018/09/17,33,1994,NY,Softball,Suspicious Join Age
Jason,Wise,1976/12/07,Rivera-Morrow,2018/07/13,72,1984,AL,Softball,Suspicious Join Age
Kelly,Long,1979/05/18,Rivera-Morrow,2018/03/16,53,1974,NC,Softball,"Member Since Before DOB,Suspicious Join Age"
Cynthia,Massey,1988/01/22,"Mullen, Huffman and Vasquez",2018/03/22,88,1980,OK,Softball,"Member Since Before DOB,Suspicious Join Age"
Mary,Weaver,1989/05/03,"Martin, Mcknight and Clark",2018/06/28,39,1973,IN,Softball,"Member Since Before DOB,Suspicious Join Age"
Robin,Hardy,1988/09/14,Hunter Ltd,2018/02/12,53,1992,MN,Softball,Suspicious Join Age
Cynthia,Huang,1971/02/09,"Mullen, Huffman and Vasquez",2018/12/09,97,1972,DE,Softball,Suspicious Join Age
Mary,Moss,1975/07/21,Rivera-Morrow,2018/09/12,55,1982,NH,Softball,Suspicious Join Age
Amy,Allen,1991/05/27,Parker Group,2018/02/17,41,1981,VT,Softball,"Member Since Before DOB,Suspicious Join Age"
William,Huang,1991/12/02,"Kelley, Gilbert and Jackson",2018/11/19,74,1974,KY,Softball,"Member Since Before DOB,Suspicious Join Age"
Kyle,Gray,1962/05/01,Keller Group,2018/03/15,61,1971,OR,Softball,Suspicious Join Age
Emily,Thompson,1994/05/24,"Alvarez, Schaefer and Robertson",2018/03/10,45,1983,CT,Softball,"Member Since Before DOB,Suspicious Join Age"
Chris,Robinson,1997/02/28,,2018/05/19,75,1984,CT,Softball,"Member Since Before DOB,Suspicious Join Age"
James,Nelson,1989/09/30,Bruce Inc,2018/09/22,85,1988,VA,Softball,"Member Since Before DOB,Suspicious Join Age"
Dylan,Davis,1993/02/11,"Kelley, Gilbert and Jackson",2018/02/24,66,1983,CO,Softball,"Member Since Before DOB,Suspicious Join Age"
Christopher,Mccoy,1981/07/10,Scott and Sons,2018/01/24,94,1989,NC,Softball,Suspicious Join Age
Jonathon,Ramirez,1967/06/04,Mcdonald Inc,2018/09/28,33,1971,RI,Softball,Suspicious Join Age
Danny,Esparza,1987/07/12,"Martin, Mcknight and Clark",2018/04/13,41,1973,WY,Softball,"Member Since Before DOB,Suspicious Join Age"
Wendy,Frederick,1995/12/17,"Brown, Vasquez and Sanchez",2018/02/17,52,1974,AZ,Softball,"Member Since Before DOB,Suspicious Join Age"
Thomas,Gilbert,1995/01/13,"Smith, Torres and Matthews",2018/03/27,74,1979,GA,Softball,"Member Since Before DOB,Suspicious Join Age"
Katie,Woods,1993/12/08,Hunter Ltd,2018/10/29,99,1975,CA,Softball,"Member Since Before DOB,Suspicious Join Age"
Denise,Roberts,1972/11/26,Mcdonald Inc,2018/08/06,73,1974,IL,Softball,Suspicious Join Age
David,Sanders,1996/07/13,Peterson and Sons,2018/02/07,97,1983,VA,Softball,"Member Since Before DOB,Suspicious Join Age"
Kimberly,Hurley,1993/11/29,"Kelley, Gilbert and Jackson",2018/07/17,53,1971,ND,Softball,"Member Since Before DOB,Suspicious Join Age"
Tyler,Bryant,1993/11/06,Rivera-Morrow,2018/08/28,89,1996,AZ,Softball,Suspicious Join Age
Joshua,Shaw,1998/07/30,Bruce Inc,2018/05/12,67,1978,RI,Softball,"Member Since Before DOB,Suspicious Join Age"
Brandon,Porter,1985/02/24,"Jackson, Carlson and Contreras",2018/07/08,45,1989,KS,Softball,Suspicious Join Age
Selena,Jensen,1990/11/06,Parker Group,2019/01/04,36,1996,MA,Softball,Suspicious Join Age
Ashley,Castro,1973/07/14,"Smith, Torres and Matthews",2018/12/31,45,1983,MS,Softball,Suspicious Join Age
Johnny,Rubio,1990/06/28,Peterson and Sons,2018/01/27,80,1993,MN,Softball,Suspicious Join Age
Nicole,Allen,1985/07/04,Parker Group,2018/01/19,44,1984,WA,Softball,"Member Since Before DOB,Suspicious Join Age"
David,Norris,1971/09/26,Peterson and Sons,2018/05/08,40,1977,MD,Softball,Suspicious Join Age
Laura,Aguirre,1987/06/28,Rivera-Morrow,2018/12/21,73,1986,TN,Softball,"Member Since Before DOB,Suspicious Join Age"
Jessica,Hall,1991/03/23,Bruce Inc,2018/11/17,93,2000,OH,Softball,Suspicious Join Age
Victoria,Gomez,1986/04/10,Keller Group,2018/08/29,41,1981,AL,Softball,"Member Since Before DOB,Suspicious Join Age"
Jonathon,Fritz,1994/01/31,Bruce Inc,2018/09/04,91,1983,AK,Softball,"Member Since Before DOB,Suspicious Join Age"
Danny,Glover,1995/08/24,Williams-Stephenson,2018/06/17,52,1998,MA,Softball,Suspicious Join Age
Lauren,Newton,1996/02/21,Pearson Group,2018/11/17,63,2000,UT,Softball,Suspicious Join Age
Jesus,Gordon,1976/04/22,Scott and Sons,2018/03/12,73,1979,NY,Softball,Suspicious Join Age
Carolyn,Anderson,1995/08/25,"Brown, Vasquez and Sanchez",2018/02/23,69,2005,RI,Softball,Suspicious Join Age
Michael,Bolton,1993/07/05,"Mullen, Huffman and Vasquez",2018/08/10,49,1998,KS,Softball,Suspicious Join Age
Holly,Barron,1985/05/29,Rivera-Morrow,2018/07/14,59,1979,AK,Softball,"Member Since Before DOB,Suspicious Join Age"
Jacob,Hoffman,1994/09/01,Parker Group,2018/08/31,80,2003,VA,Softball,Suspicious Join Age
Karen,Cruz,1991/12/24,"Mullen, Huffman and Vasquez",2018/10/17,74,1973,VA,Softball,"Member Since Before DOB,Suspicious Join Age"
Matthew,Evans,1996/07/08,Keller Group,2018/02/20,56,1972,IL,Softball,"Member Since Before DOB,Suspicious Join Age"
Alison,Hall,1961/12/06,Peterson and Sons,2018/06/10,97,1970,NV,Softball,Suspicious Join Age
Michael,Lopez,1969/10/17,Bruce Inc,2018/06/05,39,1977,NH,Softball,Suspicious Join Age
Allison,Lee,1989/01/21,"Alvarez, Schaefer and Robertson",2018/01/16,81,1993,MI,Softball,Suspicious Join Age
Elizabeth,Lopez,1978/07/30,Hunter Ltd,2018/02/22,98,1976,MA,Softball,"Member Since Before DOB,Suspicious Join Age"
Tanner,Crawford,1997/05/23,"Mullen, Huffman and Vasquez",2018/12/30,52,1991,AZ,Softball,"Member Since Before DOB,Suspicious Join Age"
Jennifer,Downs,1992/05/18,Williams-Stephenson,2019/01/03,93,1989,VA,Softball,"Member Since Before DOB,Suspicious Join Age"
Caleb,Barr,1993/10/06,"Kelley, Gilbert and Jackson",2018/06/08,51,1992,NV,Softball,"Member Since Before DOB,Suspicious Join Age"
Shannon,Harmon,1976/01/01,Williams-Stephenson,2018/07/31,41,1974,MT,Softball,"Member Since Before DOB,Suspicious Join Age"
Erika,Farrell,1992/04/20,Scott and Sons,2018/02/03,70,1975,KY,Softball,"Member Since Before DOB,Suspicious Join Age"
John,Cook,1986/08/01,Rivera-Morrow,2018/03/17,58,1989,CT,Softball,Suspicious Join Age
William,George,1990/06/21,Scott and Sons,2018/03/09,33,1985,MO,Softball,"Member Since Before DOB,Suspicious Join Age"
Tracey,Davis,1986/11/06,"Martin, Mcknight and Clark",2018/07/01,79,1970,VT,Softball,"Member Since Before DOB,Suspicious Join Age"
Scott,Coffey,1994/03/16,Williams-Stephenson,2018/03/19,50,1988,MN,Softball,"Member Since Before DOB,Suspicious Join Age"
Henry,Brooks,1968/05/02,"Brown, Vasquez and Sanchez",2018/01/12,82,1975,IA,Softball,Suspicious Join Age
Alexandria,Decker,1996/10/06,"Kelley, Gilbert and Jackson",2018/12/04,76,2006,CT,Softball,Suspicious Join Age
Molly,White,1986/10/15,Taylor-Alvarez,2018/03/15,65,1996,NH,Softball,Suspicious Join Age
Eric,Oconnor,1997/09/06,Taylor-Alvarez,2019/01/05,64,1978,MO,Softball,"Member Since Before DOB,Suspicious Join Age"
Deborah,Mitchell,1977/11/07,"Martin, Mcknight and Clark",2018/04/03,37,1973,AK,Softball,"Member Since Before DOB,Suspicious Join Age"
Eric,Pearson,1966/01/05,Rivera-Morrow,2018/01/22,85,1973,MS,Softball,Suspicious Join Age
Douglas,Rodriguez,1968/02/21,"Martin, Mcknight and Clark",2018/08/30,60,1975,AZ,Softball,Suspicious Join Age
Matthew,Morris,1993/12/31,"Alvarez, Schaefer and Robertson",2018/12/10,31,1987,GA,Softball,"Member Since Before DOB,Suspicious Join Age"
Susan,Cox,1994/01/11,Parker Group,2018/09/01,69,1977,FL,Softball,"Member Since Before DOB,Suspicious Join Age"
Margaret,Perez,1974/04/15,"Smith, Torres and Matthews",2018/03/05,54,1972,GA,Softball,"Member Since Before DOB,Suspicious Join Age"
Connor,Riley,1971/02/12,Rivera Ltd,2018/10/10,44,1980,ID,Softball,Suspicious Join Age
James,Adams,1996/01/26,Hunter Ltd,2018/08/18,88,1990,ND,Softball,"Member Since Before DOB,Suspicious Join Age"
Ashley,Kelly,1985/01/22,Parker Group,2018/05/19,76,1984,MS,Softball,"Member Since Before DOB,Suspicious Join Age"
Suzanne,Pineda,1980/12/29,"Mullen, Huffman and Vasquez",2018/05/16,93,1984,ND,Softball,Suspicious Join Age
Nicole,Lopez,1989/04/09,Pearson Group,2018/02/20,86,1973,NY,Softball,"Member Since Before DOB,Suspicious Join Age"
Anthony,Hall,1992/09/03,Rivera-Morrow,2018/07/22,68,2001,AR,Softball,Suspicious Join Age
Christopher,Shea,1998/04/01,Rivera Ltd,2018/07/23,30,1997,FL,Softball,"Member Since Before DOB,Suspicious Join Age"
Kimberly,Saunders,1996/08/12,Parker Group,2018/07/05,96,1974,PA,Softball,"Member Since Before DOB,Suspicious Join Age"
Tammy,James,1976/11/13,"Martin, Mcknight and Clark",2018/09/26,41,1986,GA,Softball,Suspicious Join Age
Jennifer,Gross,1988/09/11,Mcdonald Inc,2018/11/22,83,1970,DE,Softball,"Member Since Before DOB,Suspicious Join Age"
Craig,Cooper,1997/08/15,"Smith, Torres and Matthews",2018/07/31,66,1976,KS,Softball,"Member Since Before DOB,Suspicious Join Age"
Janet,Mercado,1984/11/26,Mcdonald Inc,2018/04/23,30,1972,MA,Softball,"Member Since Before DOB,Suspicious Join Age"
Brenda,Mccormick,1990/05/19,Williams-Stephenson,2018/05/28,64,1985,TN,Softball,"Member Since Before DOB,Suspicious Join Age"
Amanda,Thomas,1986/12/24,Peterson and Sons,2018/11/06,48,1974,NM,Softball,"Member Since Before DOB,Suspicious Join Age"
Mark,Grant,1981/04/19,Mcdonald Inc,2018/03/07,70,1976,OR,Softball,"Member Since Before DOB,Suspicious Join Age"
Hannah,Jackson,1983/03/24,Pearson Group,2018/03/09,87,1973,MN,Softball,"Member Since Before DOB,Suspicious Join Age"
Timothy,Meadows,1976/11/06,Rivera Ltd,2018/11/01,95,1978,VA,Softball,Suspicious Join Age
Dana,Rogers,1994/01/13,Taylor-Alvarez,2018/01/12,61,1995,UT,Softball,Suspicious Join Age
Crystal,Harris,1997/10/13,Scott and Sons,2018/01/29,85,1991,CA,Softball,"Member Since Before DOB,Suspicious Join Age"
Jon,Jones,1995/09/24,"Brown, Vasquez and Sanchez",2018/09/25,44,1992,ND,Softball,"Member Since Before DOB,Suspicious Join Age"
Pamela,Miller,1972/04/24,"Jackson, Carlson and Contreras",2018/07/19,56,1982,WA,Softball,Suspicious Join Age
Julie,Bryant,1985/08/31,"Brown, Vasquez and Sanchez",2018/06/22,45,1981,OK,Softball,"Member Since Before DOB,Suspicious Join Age"
Jeffrey,Johnson,1997/08/20,"Jackson, Carlson and Contreras",2018/04/12,62,1996,RI,Softball,"Member Since Before DOB,Suspicious Join Age"
Kimberly,Morales,1997/07/02,Williams-Stephenson,2018/11/17,91,1974,LA,Softball,"Member Since Before DOB,Suspicious Join Age"
Robert,Wilson,1987/10/30,Bruce Inc,2018/05/26,65,1982,AL,Softball,"Member Since Before DOB,Suspicious Join Age"
Jonathan,Lewis,1997/08/21,"Smith, Torres and Matthews",2018/01/15,35,1988,MS,Softball,"Member Since Before DOB,Suspicious Join Age"
William,Ford,1984/06/17,Scott and Sons,2018/09/06,70,1980,AL,Softball,"Member Since Before DOB,Suspicious Join Age"
Kevin,Mason,1982/02/27,Scott and Sons,2018/07/03,98,1979,MA,Softball,"Member Since Before DOB,Suspicious Join Age"
Emily,Smith,1981/07/15,Taylor-Alvarez,2018/01/09,92,1977,GA,Softball,"Member Since Before DOB,Suspicious Join Age"
Lauren,Clark,1977/05/11,"Kelley, Gilbert and Jackson",2018/06/12,64,1975,NV,Softball,"Member Since Before DOB,Suspicious Join Age"
James,Maldonado,1995/06/26,"Jackson, Carlson and Contreras",2018/06/10,96,1986,NC,Softball,"Member Since Before DOB,Suspicious Join Age"
David,Chambers,1969/04/15,"Jackson, Carlson and Contreras",2018/12/29,46,1971,MD,Softball,Suspicious Join Age
Maria,Brock,1977/10/04,Bruce Inc,2018/03/30,85,1972,AK,Softball,"Member Since Before DOB,Suspicious Join Age"
Phillip,Parsons,1996/05/05,Taylor-Alvarez,2018/12/01,33,1980,OH,Softball,"Member Since Before DOB,Suspicious Join Age"
Carlos,Huber,1997/10/29,"Hopkins, Barnes and Ward",2018/05/05,41,1998,MS,Softball,Suspicious Join Age
Brianna,Castro,1972/07/02,"Hopkins, Barnes and Ward",2018/08/23,77,1971,TN,Softball,"Member Since Before DOB,Suspicious Join Age"
Pamela,Golden,1982/06/22,Pearson Group,2018/01/19,70,1971,OH,Softball,"Member Since Before DOB,Suspicious Join Age"
Kristen,Sutton,1991/12/05,"Martin, Mcknight and Clark",2018/07/02,49,1979,FL,Softball,"Member Since Before DOB,Suspicious Join Age"
Laura,Contreras,1980/03/12,Keller Group,2018/08/17,56,1985,OH,Softball,Suspicious Join Age
Deborah,Perez,1973/07/21,"Hopkins, Barnes and Ward",2018/04/30,82,1975,NJ,Softball,Suspicious Join Age
Teresa,Jackson,1994/04/25,"Hopkins, Barnes and Ward",2018/09/03,30,1987,OR,Softball,"Member Since Before DOB,Suspicious Join Age"
Monica,Daniels,1986/03/08,Rivera-Morrow,2018/06/18,51,1991,MN,Softball,Suspicious Join Age
Richard,Coleman,1989/03/03,Peterson and Sons,2018/04/29,42,1987,MT,Softball,"Member Since Before DOB,Suspicious Join Age"
Kenneth,Williams,1981/01/22,Scott and Sons,2018/10/02,47,1981,PA,Softball,Suspicious Join Age
Jonathan,Sutton,1962/03/21,Peterson and Sons,2018/07/20,42,1973,MA,Softball,Suspicious Join Age
Crystal,Hernandez,1998/05/11,"Jackson, Carlson and Contreras",2018/01/18,56,1993,MT,Softball,"Member Since Before DOB,Suspicious Join Age"
Shawn,Rios,1969/03/09,Hunter Ltd,2018/04/05,63,1979,GA,Softball,Suspicious Join Age
Amanda,Herrera,1985/09/19,Taylor-Alvarez,2018/07/30,61,1975,NY,Softball,"Member Since Before DOB,Suspicious Join Age"
Tonya,Miller,1997/11/10,Mcdonald Inc,2018/03/30,36,1971,TX,Softball,"Member Since Before DOB,Suspicious Join Age"
Randall,Ward,1998/04/17,"Smith, Torres and Matthews",2019/01/05,71,2001,ND,Softball,Suspicious Join Age
Dawn,Ortiz,1998/09/17,Scott and Sons,2018/07/15,33,1991,ID,Softball,"Member Since Before DOB,Suspicious Join Age"
Jessica,Green,1998/06/30,Scott and Sons,2018/11/12,55,1973,MI,Softball,"Member Since Before DOB,Suspicious Join Age"
Mason,Jordan,1994/12/11,Williams-Stephenson,2018/04/02,74,1998,WV,Softball,Suspicious Join Age
Dr.,Natalie Wood DDS,1976/09/27,Pearson Group,2018/02/21,47,1985,MS,Softball,Suspicious Join Age
Sarah,Stevens,1993/10/08,Williams-Stephenson,2018/01/24,38,1984,CA,Softball,"Member Since Before DOB,Suspicious Join Age"
Kevin,Dodson,1992/01/22,Parker Group,2018/12/07,68,1977,IA,Softball,"Member Since Before DOB,Suspicious Join Age"
Ryan,Ballard,1988/01/27,"Brown, Vasquez and Sanchez",2018/01/20,37,1987,LA,Softball,"Member Since Before DOB,Suspicious Join Age"
Michael,Allen,1972/09/23,,2018/10/10,83,1971,VA,Softball,"Member Since Before DOB,Suspicious Join Age"
Darren,Miller,1990/05/21,Hunter Ltd,2018/10/04,55,1974,TX,Softball,"Member Since Before DOB,Suspicious Join Age"
Martha,Johnson,1986/12/15,"Martin, Mcknight and Clark",2018/07/31,56,1978,NC,Softball,"Member Since Before DOB,Suspicious Join Age"
